vol_num,book_title,author_name,book_contents,cover_file_path,audiobook_path
41,The Familiar,Applegate,"Chapter 1
Whummph!
BAAAM!
I slammed the Hork-Bajir into the concrete. Pinned him against the subbasement wall with two
massive tiger paws.
His red eyes burned with hatred. His face was a twisted horror as he pushed back, desperate to
free his tail blade from behind his body.
I strained to reach the scarred, saddle-leather flesh of his neck. To rip out the throat.
By the way, I’m Jake.
Can’t tell you much more than that. Like my last name or where I live. I can’t even tell you where
I go to school. Here’s what I can tell you: Earth is being invaded by parasitic slugs called Yeerks.
Still with me? Pretty hard to believe, huh? See, humans seem to be their latest preference in host
bodies. They take thousands a day. Make them into slaves. They just squeeze into your ear canal.
Wrap themselves around your brain. Tap into your memories and dreams. And then they take over.
You can’t even decide when to blink. No control at all. It’s like your skull becomes a prison. And
you’re trapped in your own head. No way out.
My friends Marco, Rachel, Cassie, Tobias, an alien kid we call Ax, and I are the only active
resistance. So now you’re asking yourself, “How are six kids preventing the total takeover of Earth?”
Well, we were given the power to turn into any animal we touch. To actually acquire the animal’s
DNA. To morph. The Andalite technology was a gift to us from Ax’s older brother, Elfangor. After he
crash-landed, and before he was murdered.
So anyway, we’re the only ones fighting back. We managed to slow the Yeerks down a little. But
it was getting harder to keep up the fight. Harder to keep it together.
“Hhhhhrrroooowwwwrrrr!” I roared.
He faltered and I lunged forward. Missed! His tail broke free and he slashed!
And carved a hole in my underbelly!
I watched, stunned and helpless. Those were my guts, spilling from my body! I froze up for one
instant too long. He pushed me down onto pipes that …
Tsssssssssss!
<AHHHHHH!>
My fur was smoking, my flesh scalded!
Adrenaline cracked through my chest like a whip. I was up again, face-to-face with a Yeerk-
infested Hork-Bajir.
I had one more chance with this guy. This was it. And suddenly the vividness of the scene
seemed to recede.
Don’t get me wrong. My guts were still spilling out of my belly. Exhaustion still pressed on my
shoulders like a granite slab. But I was in a new zone. It was him or me.
Claws bared, teeth flashing, I leaped.
WHAM!
Heaved him into the wall.
WHAM!
Plowed him into the concrete. His skull hit hard.
WHAM!",Ani 41.0 - The Familiar - K. A. Applegate_cover.png,
42,The Journey,Applegate,"Chapter 1
My name is Rachel.
And I was facing down a Controller in a purple-and-pink Dunkin’ Donuts uniform. He was
holding a Dracon beam. Smirking. The little jerk.
Tseeew! Tseeew!
He fired at point-blank range. Hit me right between my three-foot-long tusks.
“HhhhREEEEEuuuhhh!” I roared in pain and anger. Mostly anger. Like a couple of Dracon beam
blasts are enough to take down a thirteen-hundred-pound African elephant.
Yeah, an elephant. I can morph into animals whenever I want. I can also morph a cat and a
cockroach and lots of other animals and bugs. Sounds like fun, right?
Wrong. Like, about one percent of the time it’s not seriously unpleasant. Mostly morphing is a
weapon. A weapon in the most desperate battle ever fought by human beings.
Here’s the deal. Earth is under attack. The planet has been invaded by aliens called Yeerks.
These guys aren’t into exploring strange new worlds. They’re into exploring strange new bodies.
They’re parasites. Like lice or ringworm. Only intensely worse.
In their natural state, Yeerks are nothing but gray slugs. Until they infest a host body, enter the
brain, sink down into the little crevices, and take complete control.
Once they have you, you can’t focus your own eyes, or draw your own breath, or decide when to
pee. You are powerless. A slave of the most complete and hopeless kind.
You can still do one thing. Just one terrible thing: You can watch in horror as the Yeerk in your
head lies to your family, betrays your friends, plots to take over your planet.
Frightening?
Oh, yeah. And it gets worse.
Me and my friends are all that actively stand between the Yeerks and their evil conquest of
humanity. Just a group of five kids and a young alien.
We’re trying to hold on until help gets here from a few billion light-years away. See, the Yeerks
have enemies. A race of amazingly advanced aliens called Andalites.
Andalites look like deer. If deer had blue-and-tan fur, humanoid arms, and scorpionlike tails
tipped with wickedly sharp blades. Andalites also have two main eyes, on their face, and two on
swiveling stalks that sprout from the top of their head. Beautiful and intelligent and cunning.
Not too long ago - who am I kidding, what seems like a lifetime ago - an Andalite ship got fried
right above Earth. Torn out of the sky while battling the Yeerks. My friends and I saw it fall. Saw the
dying Andalite war prince named Elfangor crawl from the wreckage. Listened, stunned and just a
little freaked out, as he gave us the technology that allows us to morph. To acquire the DNA of any
animal we touch and then to become that animal. But there was one rule we had to follow: Stay in
morph for more than two hours and you stay there forever. Become what the Andalites call a nothlit.
Stuck in your morph for the rest of your life. Someone who means a lot to me knows about this
firsthand. He’d stayed in morph too long and now he lives his life as a red-tailed hawk. He did regain
his morphing ability, but when he demorphs he’s not a human. He’s a bird. The sad part - at least for
me - is that he seems to like his life the way it is now.
But even though it seems futile, we’ve been fighting ever since.
Trying to hold on even though we’ve just about given up waiting for any more help out of the sky.
So here we are: Jake, our leader and my cousin; Cassie, my best friend; Marco, Jake’s best",Ani 42.0 - The Journey - K. A. Applegate_cover.png,
43,The Test,Applegate,"Chapter 1
My name is Tobias. Still a freak of nature. Part human. Part bird. Confused? Don’t worry, it gets
better.
I am flying over the forest. The air is thick. A storm is approaching. It is only early afternoon, but
the sky is growing black as the front moves in on the city. A towering wall of rain, wind, and cumulus
clouds.
I had to find food before the storm. I was hungry. But then, I’m always looking for food. That’s
life for a bird of prey. Hunger.
A shrew stepped out from its burrow. It loitered nervously, sniffing the moisture. We had the
same thought, me and the shrew. Hunker down against nature’s wrath, but fill your belly first.
I was higher on the food chain. I tucked into a dive.
My wings pressed tight to my body. Air whistled past. Mountains, forest, and sky. All a blur, a
flashing streak. Everything but the shrew, shifting agitatedly, chomping on a seed …
My talons struck, embedded, and squeezed. Drained life instantly.
Wonder what it’s like? Dig your fingernails into a too-ripe peach. Rip sections off with your
teeth. Gulp them without chewing. The kill is something like that.
I downed the shrew and lifted off.
I don’t think about the kill anymore. I’m hawk and human. I’ll explain later. Just try to understand
that the hawk must feed the human. It has to happen.
I don’t think about it anymore.
That’s a lie.
“Y
ou vile little bird! Do you realize what you’ve done? Do you realize what you’ve become?
Y
ou’re trapped! Y
ou have to live out your life as a bird!”
Her name was Taylor. My Yeerk torturer. Her voice screeching. Bruising my ears. Tormenting
me after every kill. Other times, too. Still, after all this time …
THWOK! THWOK! THWOK! THWOK!
A helicopter! Hovering low over the trees, dispersing terrified crows in all directions. If I were
a true hawk, I’d have cleared out with the other birds. Instead, I circled around and flapped toward
the turbulence.
My friends, the Animorphs, the ones who fight the Yeerk invasion of Earth, say that since my
capture, I live too much of life in my head. They must be right. I’d almost missed everything.
Not just the helicopter. The humans below, streaming across rough forest floor, the tires of their
ATV’s scoring the soil. The searchlights streaking the trees in the daytime darkness, making rabbits
and deer dart in alarm.
I flew to the nearest ranger station. It was ringed by squad cars and TV news vans. I swooped
down, closer to the action. Landed on a low branch. A blond woman in a raincoat held a microphone
close to her lips and swatted windwhipped hair away from her face.
“Bobby McIntire,” she shouted above the noise of the vehicles, “missing now for two full days
since he wandered away from his camping party. Hope that he’ll be found alive is fading. But it’s not
just a race against time and the weather.” Lightning struck the sky above her, imparting urgency to her
words. “Little Bobby is deaf and can’t hear the desperate calls of rescuers. Kelly King,” she
concluded, looking skyward, “reporting live.” She held a frozen, concerned expression until the
producer gave her the all clear.",Ani 43.0 - The Test - K. A. Applegate_cover.png,
43,The Unexpected,Applegate,"Chapter 1
I swooped low.
This had to be it. Plane at the far gate. Two Marine guards, trying to look casual. Well, as casual
as you can get wearing combat boots and a pistol strapped to your chest.
<Jake, I think I found it. Jake?> I circled, flapped my wings to gain altitude. <Rachel? Tobias?
Anybody?>
An armored truck rumbled toward the plane. The driver stopped, showed one of the guards a
clipboard, then backed up to the cargo hold. The rear of the truck opened. Two guys in hooded yellow
coveralls climbed out. Pulled oxygen masks over their faces and unlatched the plane’s cargo door.
Okay. These guys definitely weren’t unloading souvenirs from Disneyland. If somebody was
transporting a chunk of Bug fighter wreckage, it had to be on this plane.
I caught a thermal and rose above the airport. A baggage cart trundled across the tarmac. A jet
screamed in for a landing. Guys in jumpsuits and headsets scrambled around, trying to keep the 747’s
from mowing down the commuter planes.
And everywhere I looked - seagulls. On the roof, on the tarmac, against the fence. Seagulls are
perfect cover. Part of the landscape, just like pigeons. Nobody even notices them. My own seagull
morph blended right in.
Unfortunately, Jake, Rachel, Marco, and Ax blended right in, too.
I spotted a lone gull flitting back and forth beside a hangar at the far end of the runway. Beyond
it, a red-tailed hawk sat perched on a chain-link fence.
<Tobias? Is that you?>
No answer. I didn’t really expect one. Thought-speak is sort of like a radio signal, and the hawk
was too far away to get decent reception.
I pulled my wings back and soared toward the hawk - then banked and wheeled around.
A long black car shot from the hangar and sped toward the guarded plan. It swung around the
Marines and screeched to a sideways stop in front of the armored truck, blocking it in. The car doors
opened, and four men in suits got out.
I circled, flying as low as I could without drawing attention to myself. Below me, the oxygen-
masked guys were loading a crate from the cargo hold onto the armored truck.
The suits strode across the tarmac. The leader, a tall guy with a bald spot, headed directly for the
crate, the other three suits close on his heels.
“Sir. Step away from the vehicle.” The Marines weren’t quite as casual now. They planted their
feet wide apart and reached for their pistols.
Bald Spot ignored them and poked his head inside the back of the armored truck. Either the guy
was too stupid to be afraid of weird alien diseases, or he already knew the wreckage wasn’t
dangerous. Which meant one thing.
He was a Controller.
“I repeat, step away from the vehicle.” The Marines unsnapped their holsters.
“Relax, boys.” Bald Spot left the truck and strolled toward the guards. Flashed a badge. “CIA.
We’ll take over from here.”
The Marines didn’t budge. “We’re not leaving our post, sir. We have orders.”
“Well, you have new orders now” - Bald Spot squinted at the two black stripes on the Marine’s
collar - “corporal.”",Ani 43.0 - The Unexpected - K. A. Applegate_cover.png,
45,The Revelation,Applegate,"Chapter 1
My name is Marco.
And I am to cuisine what Sammy Sosa is to baseball.
When it’s my night to make dinner, I don’t order in. I don’t crack open a can of Chef Boyardee
and call that a meal. Please.
I go the extra mile.
I use the oven.
I know. You’re saying to yourself, “But, Marco, man, you’re fighting a war against alien
invaders. You and your friends, you guys battle Yeerks twenty-four seven. How do you find the time
to cook?!”
It isn’t easy. But with a little help from the freezer aisle and a guy I know called Red Baron, it’s
a lot simpler than it could be.
Plus, this particular night, I was trying to make my stepmom feel, well, glad that she’d married
my dad. Even if I wasn’t one hundred percent behind the whole thing, she made my dad happy. That’s
worth something.
A car pulled into the driveway, a car door closed, heels clipped up the sidewalk. Nora, my
stepmother.
I threw three paper plates on the table, spread out some silverware, grabbed cups and a block of
napkins. Nora doesn’t go for paper plates, but hey, it wasn’t her night to do the dishes.
The door opened. I heard a sigh, the sound of a heavy bag dropped to the foyer floor.
“Hey,” I called.
“Hey,” Nora called back. “That faculty meeting lasted far longer than it …” The smell of Red
Baron’s home cooking met her nostrils, no doubt. “Marco!” she cried, entering the kitchen. “You’re
really making dinner!” She glanced at the paper plates and decided not to comment. “You’re the
stepson of my dreams.”
The woman was a math teacher. I would never really understand her. And now she was going
goopy on me.
I forced a smile. “Crazy, isn’t it?”
Another car pulled into the drive. Whistling, then rapid steps up the walk.
I grabbed a few sodas from the fridge.
The front door opened. Dad was all spring-in-his-step, a big smile plastered across his face. His
cheeks were flushed. He looked like he’d just struck oil.
“Hello, family!”
Okay, that was more enthusiasm than I wanted to see. And the word family, when applied to
anyone but me, Dad, and my real mom, would always sound very weird. To worsen the nausea, Dad
pulled a bouquet of flowers from behind his back.
They were not for me.
I think there was a kiss. Maybe some mushy whispers. I don’t know. I looked away. I see enough
of the “power of love” between Jake and Cassie, and Rachel and Tobias.
“What’s the occasion?” Nora giggled like a middle-schooler and sat at the table.
“Oh, nothing,” Dad said, beaming at her from the chair opposite. “You’re just the most
wonderful woman in the world.”
“I know better than that.” Her adult voice reemerged as she set the flowers aside. “What’s gotten",Ani 45.0 - The Revelation - K. A. Applegate_cover.png,
46,The Deception,Applegate,"Chapter 1
“This is the resistance.”
I had never heard more pride in Prince Jake’s voice. I know I had never been more proud of him.
<Yes, and what is it you want? How is it you are communicating with us?>
Clearly, the Andalite officer on the other end of our interplanetary connection was not similarly
impressed.
Rachel snorted. Jake shot a look at her before speaking. “Look,” he said, “we don’t have much
time here. This transmission could be tracked. And we have a lot to talk about. First, the Anati world
situation, it’s a trap. The Yeerks have constructed huge Dracon cannon sites on all the moons. Your
fleet goes there, it’s obliterated.”
There was a moment of silence. An understandable delay, given the enormous distance over
which we were transmitting and the primitiveness of our transmitting device.
But I suspected the silence meant something else.
<We know of your situation on Earth, human.> The voice belonged to another Andalite. Its tone
suggested an officer superior to the one with whom Jake had just spoken.
“Yes,” Jake began, “but things have changed. We -”
<We know that you are in need of our assistance.>
“Rude,” Marco mumbled. “Let a guy finish a sentence.”
The voice went on, cold and imperious. An Andalite’s voice. <And we must consider the
possibility that you would lie to us in an effort to become our top priority.>
“What the … ?”
Cassie grabbed Rachel’s arm, motioned for her to be silent.
“Look,” Jake said, controlled anger making his voice tense. “We’ve got the information on good
authority. And you have no reason to suspect us of double-dealing.”
“Yes, he does.” Marco again. “We’re puny, backward humans. Not great, honorable Andalites.”
<Prince Jake, if I may?>
Jake nodded and I stepped forward, closer to the still unperfected device.
Since coming to this faraway planet, I have spoken to my people on several occasions.
Once, via adjustments I made to a primitive human radio telescope. Adjustments that allowed me
to break into Zero-space.
Once, on an Andalite ship commanded by the traitor, Samilin-Corrath-Gahar.
On two other occasions, I have conversed with Andalites who had also come to Earth.
But this - this was different. Everything was different. The war was escalating. The Andalites,
my people, had to listen to us. They had to be made to listen.
<This is Aximili-Esgarrouth-Isthill,> I said. <What my prince says is correct. Our source for the
information regarding the Anati planet comes from none other than Visser One, originator of the Yeerk
invasion on this planet. Visser One was sent to build the Anati defenses and to draw the Andalite
fleet. Recently the visser returned to Earth. We eliminated the Yeerk and liberated the host. This is the
truth.>
<That’ll show them,> Tobias said. Tobias - my shorm, a nothlit. Our lookout.
What came next I had not expected. Later, I wondered why, with my varied experience of
Andalite character, I had not entertained the possibility of my own people’s suspicion and neglect.
<The high command will consider your words,> the officer replied. <The brother of War Prince",Ani 46.0 - The Deception - K. A. Applegate_cover.png,
47,The Resistance,Applegate,"Chapter 1
My name is Jake.
But you already know who I am.
Not “Commander Jake” or “Chief Jake” or even “Captain Jake.” Just Jake. That’s what everyone
calls me, even now.
Now that my entire life is devoted to strategy, and preparation and battle against the Yeerks.
It’s my job to keep us alive. It’s my job to think about the moral and practical consequences of
our actions.
I like to think I’m not one of those guys with a huge ego. But sometimes I feel like no one notices
what I’m doing. And it bothers me. Both that no one notices and that I care.
Okay, I get “Prince Jake,” but only from Ax.
Definitely not at home.
“Jake!” My mom. “Thank goodness you’re home. It’s about to storm and I’m late to pick up
Homer from the vet. Where have you been?”
Mom doesn’t have a clue about the Yeerks. I’d like to keep it that way.
“Out,” I said. Exhaustion can make you act like a jerk.
Truth is, it’s been months since I slept a full night. There’s no time for sound sleep anymore.
Rachel, Cassie, and I barely make it to school these days. Marco and Tobias don’t make it at all.
Because the Yeerks are on the move. Big time.
Ax monitors the Yeerks’ Z-space transmissions day and night. Most of the important stuff is too
carefully encrypted for even Ax to decode using cobbled-together, human-made components. But little
pieces of casual conversation point to one thing. Something major. Something huge.
As if we needed Z-space eavesdropping to tell us what was already abundantly clear.
The end is near.
We don’t know when or how it will come. But we know it’s coming.
When the Yeerks attacked a U.S. aircraft carrier not long ago, they took a huge and semi-public
step toward all-out, full-scale invasion.
We managed to hurt the effort enough to make the Yeerks retreat. But they definitely haven’t
given up.
“Listen carefully.” Mom grabbed her keys, put them in her purse. “It’s going to start raining any
minute. I want you to close all the windows in the house right away. Then I need you to clear out the
storage room in the basement.”
And I’d been hoping to catch five minutes on the couch. “Uh, Mom? Can’t I do that tomorrow?
Please?”
“Nope. The contractor’s coming first thing in the morning to give an estimate on the new rec-
room. Besides, it’ll earn you twenty bucks.”
Mom pulled on her rain jacket. “I piled some storage boxes at the top of the stairs. If you want a
cozy place for you and your friends to hang out, I suggest you get to work.”
Cozy place. I almost laughed out loud. There wasn’t going to be a cozy place anywhere if we
didn’t come up with a plan to stop the Yeerk invasion.
I opened the door to the basement. A tall stack of cardboard boxes blocked my way. Fine. I was
leader of a group of resistance fighters, Earth’s only hope for freedom, and I had to clean the
basement to earn a lousy twenty bucks. Talk about irony.",Ani 47.0 - The Resistance - K. A. Applegate_cover.png,
47.5,The Ellimist Chronicles,Applegate,"Prologue
The human child called to me. The human child was dying, and nothing I could do within the
rules of the game would change that fact.
The human child, one of those who called themselves Animorphs, asked me to explain. In that
final moment, the human wanted to know: Was it all worth it? The pain, the despair, the fear. The
horror of violence suffered, and the corrupting horror of violence inflicted, was it all worth it?
I said I could not answer that. I said that the battle was not yet done.
“Who are you?!” the child raged. “Who are you to play games with us? You appear, you
disappear, you play with us, you use us, who are you, what are you? I deserve an answer.”
“Yes,” I said. “You do. To this question I will give all the answer I know. And when you know
me, you will ask another question. And I will answer that question, too. And then …”",Ani 47.5 - The Ellimist Chronicles - K. A. Applegate_cover.png,
48,The Return,Applegate,"Chapter 1
“On your right is the door to the Oval Office. The office of the President of the United States,
perhaps the most powerful person in the world.”
Marco threw me a look. One of those looks that said, “If they only knew.”
If they only knew there’s someone else right here on Earth possibly far more powerful than any
president or king or prime minister.
Jake and Marco think it’s better people don’t know the truth about that someone else.
Me?
Lately I wonder.
Lately I think it might be better to go public.
Let the world know that Earth has been invaded by an alien species led by someone - something
- more evil and more powerful than most humans can probably imagine.
That’s what I think.
I’m Rachel.
No last name. You probably already know why. But in case you don’t, it’s for security. Yours and
ours. And it’s the same with all of us.
We’re the Animorphs. Jake, Tobias, Cassie, Marco, and me.
We’re also just kids, at least on the outside. You wouldn’t know us if you saw us cruising the
mall on a Saturday afternoon or riding a bike down the middle of the street.
Or touring the White House with a bunch of other kids.
Fact: We aren’t like other kids.
We were once. But never again.
After a certain point, you just can’t go back to where you started. Even if you want to. Which I
have to admit - I don’t.
To repeat: The Yeerks are here. Parasitic aliens. Their goal is to conquer the human race. And
believe me they’ve been doing it, one human at a time.
But they’re getting impatient now. And more aggressive.
Maybe you’ve seen something about the Yeerks on the internet.
Maybe also about us. Recently, we were involved in a big throw down on an aircraft carrier out
in the middle of the ocean.
And there was an episode with some campers that went bad.
The actual events got some press coverage, but the stories were buried on the back pages.
Relegated to Web sites run by sci-fi fans.
The only people who believed the few witnesses with the nerve or dementia to tell the truth
about what they saw are pretty much the same folks who believe every nutty story they hear from the
media.
Most of the American public thinks the Yeerk invasion story is something straight off the front
page of the Enquirer. Baby born with antelope snout. Melted Snickers bar in shape of St. Francis’s
head cures rabies. Yeah, like that’s really happening. Or just another urban myth. Like Batman. And
alligators in the subway.
I’m not one of those kooks or cranks. And I’m here to tell you that the Yeerk invasion is not a
myth, urban or otherwise. The Yeerk invasion is real.
Yeerks are slugs. They crawl into your ear, fit themselves into your brain, and then take control.",Ani 48.0 - The Return - K. A. Applegate_cover.png,
49,The Diversion,Applegate,"Chapter 1
My name is Tobias. And I was one hungry bird.
I was perched in a tree at the edge of my meadow. A meadow grown crisp and brown from too
many days without rain. The sun blazed overhead. Wind whispered through the weeds.
And among the rippling stalks, one, then two twisted slightly in another direction. I dug my
talons into the bark of the branch and waited.
Listened.
Mouse feet scrabbled against hard-packed dirt. Mouse teeth chewed through the shell of a seed.
Chewed. Stopped. Scrabbled.
Stopped.
I waited.
Nothing. No sound. No movement. The mouse remained still. Also listening? Waiting?
I tensed. Cocked my head.
And thought, not for the first time, about the irony of my hunt. In my old life, my life as a boy, I
was the mouse. The prey. Stalked by predators bent on flushing my head down the men’s room toilet.
Scurrying to find a hiding place. Rarely succeeding.
Another irony: In my old life, my life as prey, food was not a problem. I was on the free lunch
program at school. So I knew exactly where my next meal was coming from. Overheated ladies in
hair nets slapped it on a tray and handed it to me.
Movement. Small. A single blade of grass tipped toward a bare patch of dirt. Claws scritched
against earth.
The mouse was coming out into the open.
I opened my wings, pushed off the branch, and circled, high above the meadow, then began to
descend. My shadow grew larger and darker over the patch of dirt.
Weeds twitched, first one, then the next, as the mouse moved closer to open ground.
Dust billowed out from the undergrowth. Then a nose. Brown. Whiskered. I raked my talons
forward.
The mouse scuttled out, completely unprotected now. I dropped. In a split second the mouse
would be mine. In a split second my hunger would be -
No!
Scales. A flash of yellow. Fangs sinking into the mouse’s flesh.
That’s when I heard it. An ominous rattle.
Yeah. Like I needed a warning. I flapped hard and rose, talons empty. I was hungry but I wasn’t
stupid. I wouldn’t fight a six-foot rattlesnake over a poisoned mouse.
I climbed higher, glided above the meadow, and watched the snake devour my lunch. A
diamondback that had lain coiled, waiting, motionless, in the very spot I’d been watching. In the
meadow. My meadow.
I circled and swooped back to my branch.
Would a normal hawk have seen it? Maybe. Probably.
Your normal red-tailed hawk, equipped with the standard-issue hawk brain, has a basic train of
thought. Hunger. Food. Kill. Eat. Brilliant in its simplicity. The hawk is not distracted by ironic
musings. The hawk doesn’t reminisce about toilets and school cafeterias.
But I’m not a normal hawk. I’m not a normal anything. I’m a kid trapped in a bird’s body. Like",Ani 49.0 - The Diversion - K. A. Applegate_cover.png,
50,The Ultimate,Applegate,"Chapter 1
Tsseeeewww! Tsseeeewww!
I dropped to the ground. Dracon fire narrowly missed frying my head. Before the enemy could
squeeze off another round, I rolled into one of the newly dug trenches.
The trench was muddy, the soil teeming with earthworms. Gross, but it was protection. And the
trench was deep enough for me to morph big. But under an attack like this, I knew to go small.
Tsseeeewww! Tsseeeewww!
More Dracon fire whizzed by overhead. And then I heard the sound that always makes my blood
run cold.
Like somebody sharpening knives. Stalking me. Preparing to kill.
It’s a sound I seriously don’t enjoy.
The sound of Hork-Bajir.
Hork-Bajir are massive creatures. Seven feet tall with machete-like blades on their elbows,
their knees, and their foreheads. They’re not natural diggers, like the Taxxons. But they can move a
powerful amount of earth if they have to.
“Hrrath!”
Tsseeeewww!
A shout and another round of Dracon fire. The whisking, knife-sharpening sound receded
slightly. I poked my head above the rim of the trench. Saw Marco running across the compound yard,
another group of Hork-Bajir close behind him.
He was creating a diversion. Helping me to escape. Giving me time to morph.
Marco dove into another trench.
I knew what to do. We’d planned it in advance. Rehearsed it endlessly.
We’d use our roach morphs to escape the compound through a network of underground pipes
we’d laid beneath the trenches.
I closed my eyes to begin the morph. From ground level, more shouts and explosions. Were my
parents out there vulnerable to the attack? Terrified?
The morph was slow to start. I couldn’t concentrate. Fix the image of the roach in your mind,
Cassie. Fix it and morph.
No use. I couldn’t keep the roach within view. Instead, I saw my mother.
Saw the look on her face when, for the very first time, she watched me morph.
What would her face look like now if she saw me burrowing in a muddy trench full of worms,
dung, and rotted vegetation?
Stop it! I ordered myself. You have to do this! So, do it.
I concentrated hard. Nothing. I couldn’t morph. And I’m the one who’s supposed to be so good at
it.
<Cassie! Come on! Where are you?> Marco.
I concentrated harder. Now it was my dad’s face that appeared in my mind. He looked sad and
disappointed. As if until this moment he’d never realized that evil really did exist. Not only in the big
“out there.” But right in his own backyard.
The Hork-Bajir were closing in. I could hear their blades slicing the air. It was new or never.
If only I could know my parents had taken cover, reached safety!
<Morph, Cassie!>",Ani 50.0 - The Ultimate - K. A. Applegate_cover.png,
51,The Absolute,Applegate,"Chapter 1
I dove. Tucked my wings. Folded my tail. Hurtled toward earth!
I was a bullet. A bullet with feathers.
And feeling pretty righteous until Tobias rocketed past. He skimmed the top of the freight train
and looped sideways in a corkscrew roll, wing over wing. His feathers grazed the big gun of one of
the tanks.
<Show-off,> I said.
<Hey, I’m a hawk.> He pulled out of the roll. <I only get so many hobbies, and perfecting my
Red-Tail Spiral of Death happens to be my favorite.>
We pumped our wings and shot past the locomotive. Two guys wearing bib overalls and ball
caps sat inside. One, the engineer, I guessed, was driving while the other watched the track ahead.
They weren’t wielding Dracon beams. Or weapons of any kind. And they weren’t paying any
attention to the osprey and red-tailed hawk who’d dropped from the sky to spy on them.
<They don’t look like Controllers,> said Tobias. <Like that means anything.>
<Yeah. Everything looks normal,> I said. <Well, except for the tanks.>
I wheeled. Scanned the line of flatcars. Nothing unusual. Nothing that wasn’t supposed to be
there.
Still, something prickled at the back of my brain. Something didn’t seem right.
Battling aliens every day of my life has fine-tuned my already rampant paranoia.
I powered my wings and caught up to Tobias and the locomotive. A beautiful thermal radiated up
the side of the mountain. I fanned my wing and tail feathers and soared on the billowing jet of warm
air.
The freight train clattered below. One engine pulling a line of flatbed cars, loaded with military
tanks. M-1 Abrams.
Yeah, M-1 Abrams. I knew them as well as I knew my own PlayStation. All those hours playing
Tank Commando had finally paid off.
The M-1s belonged to the National Guard. They were chained one to a flatcar, their big guns
rotated toward the back. And they were headed toward the city.
Truck and Humvee convoys had been snaking into town for days. Battalions of National Guard
soldiers from all over the state were bunkered in Guard centers around the city.
Now they were bringing in tanks.
Ax had been monitoring all the local TV channels and the cable news networks, but nobody had
mentioned a wide-scale urban training exercise. I couldn’t find anything on the Internet, and the Chee
hadn’t heard anything from their Yeerk sources, either.
Tobias and I were here to do a little firsthand investigation. To find out if our state government
had finally realized Earth was being invaded. To see if they were mounting a defense.
Or to see if this was a carefully laid out Yeerk plan. Were all those National Guard troops
Controllers? Some of them, yeah. But all of them? We were talking thousands of soldiers. If they were
all Controllers, we were in big trouble. We were talking serious doo-doo.
But we were betting they weren’t. Hoping they weren’t. Careful prior planning wasn’t Visser
One’s usual MO. He usually jumped in with both feet and a lot of noise. And if the details didn’t work
themselves out, he just ripped a sub-visser’s head off and plowed ahead with his next maniacal plan.
Besides, with a Blade ship and a fleet of Bug fighters at his disposal, the visser didn’t need a",Ani 51.0 - The Absolute - K. A. Applegate_cover.png,
52,The Sacrifice,Applegate,"Chapter 1
<Heads up. Something’s definitely going down> Rachel, in bald eagle morph, braked and
swooped and circled.
James, in peregrine falcon morph, followed, circling almost in tandem with Rachel.
That kind of close formation flying was a mistake.
Different species of birds of prey do not typically fly together, especially in synchronized
motion.
I was in northern harrier morph, several feet above my companions and hanging back. Trying to
keep a reasonable distance between us in case we were being observed from the ground.
I wondered if Rachel would rebuke James. He was new and sometimes made minor mistakes.
But Rachel was too eager to pursue her investigation into what was taking place on the ground
below to correct James.
I, too, said nothing to James. Of all the Animorphs, I had been most opposed to our recruiting
handicapped young humans to be warriors alongside us in our fight against the Yeerks. So far, the
overall performance of James and the others had set my mind somewhat at ease.
Still, I was uncomfortable treating James and his team as a true part of the resistance.
And even after all this time on my adopted planet, Earth, I was acutely aware of being an
outsider. The only Andalite, the only alien in our band of guerrillas. Though on several occasions I
had spoken my mind, on many others I had hesitated to do so.
I had no real authority over James or Rachel. They were likely to reject any instructions or
directives from me.
Rachel, because she listened to no one but Jake, and then, often with barely concealed
resentment. And James, because he acted as leader and to some degree protector, of the seventeen
new recruits. James was Jake’s lieutenant.
Jake is our leader. He had sent the three of us on a reconnaissance mission. We were to make
note of what was happening in the city and report back to our base of operations. The secret Hork-
Bajir camp.
I doubt that Jake had anticipated anything as dramatic as what I saw below me. It appeared that
the city was under military occupation.
Police, uniformed military men and women, and official trucks and cars blocked off many
streets.
Drivers were being stopped and asked to exit their cars. Then they were taken to join the crowds
of people being diverted into train stations at gunpoint.
<What’s going on?> James asked. <Are those people being protected, or persecuted? Evacuated
for their own protection? Or being taken prisoner?>
<I can’t tell,> Rachel answered. <That’s the problem when the good guys and the bad guys all
look alike. It’s hard to know who’s an uninfested human and who’s a Controller. This war gets more
complicated every day.>
I agreed with Rachel’s statement.
My name is Aximili-Esgarrouth-Isthill. It is my real name. The others do not use their real
names, though at this point, they could do so without increasing the danger of discovery.
Our identities are known now to our enemies. We have been exposed. The danger could not get
any nearer, clearer, or greater.",Ani 52.0 - The Sacrifice - K. A. Applegate_cover.png,
